event_id,timestamp,source_ip,destination_ip,source_port,destination_port,protocol,tcp_flags,action,username,auth_result,dns_query,http_status,redirect_domain,bytes_sent
EVT-04598,2026-09-01T10:33:14+00:00,10.0.10.58,172.16.0.45,11154,53,DNS,,allowed,,,intranet.example,,,7081
EVT-04599,2026-09-01T10:33:16+00:00,10.0.17.12,172.16.0.25,24953,445,UDP,,allowed,,,,,,2326
EVT-04600,2026-09-01T10:33:18+00:00,10.0.6.213,172.16.0.49,22659,445,UDP,,allowed,,,,,,7478
EVT-04601,2026-09-01T10:33:20+00:00,10.0.4.99,172.16.0.24,35587,3389,TCP,ACK,allowed,service_backup,,,,,249
EVT-04602,2026-09-01T10:33:22+00:00,10.0.11.139,172.16.0.18,34515,3389,TCP,ACK,allowed,jsmith,,,,,5623
EVT-04603,2026-09-01T10:33:24+00:00,10.0.20.29,172.16.0.3,53391,80,UDP,,blocked,,,,,,157
EVT-04604,2026-09-01T10:33:26+00:00,10.0.13.95,172.16.0.72,3354,53,TCP,ACK,allowed,,success,,,,6223
EVT-04605,2026-09-01T10:33:28+00:00,10.0.9.75,172.16.0.21,45619,3389,TCP,ACK,allowed,analyst,,,,,1278
EVT-04606,2026-09-01T10:33:30+00:00,10.0.5.173,172.16.0.17,56929,53,DNS,,allowed,,,intranet.example,,,4213
EVT-04607,2026-09-01T10:33:32+00:00,10.0.6.164,172.16.0.16,31237,80,TCP,ACK,allowed,,,,,,796
EVT-04608,2026-09-01T10:33:34+00:00,10.0.3.127,172.16.0.39,30749,3389,UDP,,allowed,,,,,,4086
EVT-04609,2026-09-01T10:33:36+00:00,10.0.2.173,172.16.0.72,28323,22,UDP,,allowed,,,,,,1521
EVT-04610,2026-09-01T10:33:38+00:00,10.0.15.74,172.16.0.39,14408,3389,UDP,,allowed,,,,,,4438
EVT-04611,2026-09-01T10:33:40+00:00,10.0.15.124,172.16.0.66,53569,443,HTTP,,allowed,,,,200,,7600
EVT-04612,2026-09-01T10:33:42+00:00,10.0.2.33,172.16.0.46,12892,445,ICMP,,allowed,,,,,,5733
EVT-04613,2026-09-01T10:33:44+00:00,10.0.3.185,172.16.0.3,20657,53,TCP,ACK,allowed,jsmith,,,,,4381
EVT-04614,2026-09-01T10:33:46+00:00,10.0.3.131,172.16.0.20,39793,53,DNS,,allowed,,,intranet.example,,,2251
EVT-04615,2026-09-01T10:33:48+00:00,10.0.18.203,172.16.0.11,13499,53,DNS,,allowed,,,intranet.example,,,5025
EVT-04616,2026-09-01T10:33:50+00:00,10.0.17.205,172.16.0.49,44742,80,HTTP,,allowed,,,,200,,659
EVT-04617,2026-09-01T10:33:52+00:00,10.0.9.41,172.16.0.35,49934,53,TCP,SYN,blocked,admin,,,,,7107
EVT-04618,2026-09-01T10:33:54+00:00,10.0.4.67,172.16.0.3,43565,80,TCP,ACK,allowed,service_backup,success,,,,6650
EVT-04619,2026-09-01T10:33:56+00:00,10.0.1.26,172.16.0.3,11157,445,TCP,ACK,allowed,service_backup,success,,,,7589
EVT-04620,2026-09-01T10:33:58+00:00,10.0.12.181,172.16.0.75,64623,53,DNS,,allowed,,,intranet.example,,,102
EVT-04621,2026-09-01T10:34:00+00:00,10.0.3.30,172.16.0.70,25021,53,DNS,,allowed,,,intranet.example,,,4873
EVT-04622,2026-09-01T10:34:02+00:00,10.0.13.189,172.16.0.52,47916,80,HTTP,,allowed,,,,404,,6252
EVT-04623,2026-09-01T10:34:04+00:00,10.0.9.140,172.16.0.77,55175,22,UDP,,allowed,,,,,,1005
EVT-04624,2026-09-01T10:34:06+00:00,10.0.2.206,172.16.0.33,23634,443,HTTP,,allowed,,,,200,,7882
EVT-04625,2026-09-01T10:34:08+00:00,10.0.4.239,172.16.0.54,18602,80,HTTP,,allowed,,,,200,,6592
EVT-04626,2026-09-01T10:34:10+00:00,10.0.4.133,172.16.0.72,10491,3389,UDP,,allowed,,,,,,685
EVT-04627,2026-09-01T10:34:12+00:00,10.0.17.220,172.16.0.46,50471,53,DNS,,allowed,,,intranet.example,,,3858
EVT-04628,2026-09-01T10:34:14+00:00,10.0.2.217,172.16.0.46,24982,443,HTTP,,allowed,,,,404,,873
EVT-04629,2026-09-01T10:34:16+00:00,10.0.11.40,172.16.0.75,41951,22,TCP,ACK,blocked,service_backup,,,,,6303
EVT-04630,2026-09-01T10:34:18+00:00,10.0.4.175,172.16.0.12,33482,445,TCP,ACK,allowed,admin,success,,,,602
EVT-04631,2026-09-01T10:34:20+00:00,10.0.2.134,172.16.0.44,19592,22,TCP,ACK,allowed,analyst,,,,,2764
EVT-04632,2026-09-01T10:34:22+00:00,10.0.7.103,172.16.0.7,11559,53,UDP,,allowed,,,,,,6758
EVT-04633,2026-09-01T10:34:24+00:00,10.0.20.54,172.16.0.25,18393,443,TCP,ACK,allowed,jsmith,success,,,,5005
EVT-04634,2026-09-01T10:34:26+00:00,10.0.9.58,172.16.0.4,51863,443,HTTP,,allowed,,,,200,,6445
EVT-04635,2026-09-01T10:34:28+00:00,10.0.7.105,172.16.0.8,56721,445,TCP,SYN,allowed,service_backup,success,,,,429
EVT-04636,2026-09-01T10:34:30+00:00,10.0.16.247,172.16.0.72,63602,22,TCP,ACK,allowed,,,,,,4995
EVT-04637,2026-09-01T10:34:32+00:00,10.0.9.248,172.16.0.57,50685,443,ICMP,,allowed,,,,,,7622
EVT-04638,2026-09-01T10:34:34+00:00,10.0.20.43,172.16.0.53,40687,445,UDP,,allowed,,,,,,3150
EVT-04639,2026-09-01T10:34:36+00:00,10.0.13.196,172.16.0.5,40637,443,UDP,,allowed,,,,,,3364
EVT-04640,2026-09-01T10:34:38+00:00,10.0.7.132,172.16.0.35,38594,445,TCP,ACK,allowed,admin,success,,,,7757
EVT-04641,2026-09-01T10:34:40+00:00,10.0.12.121,172.16.0.30,42086,53,DNS,,allowed,,,intranet.example,,,4295
EVT-04642,2026-09-01T10:34:42+00:00,10.0.16.104,172.16.0.39,23858,80,UDP,,allowed,,,,,,2965
EVT-04643,2026-09-01T10:34:44+00:00,10.0.20.156,172.16.0.44,40872,22,ICMP,,allowed,,,,,,2988
EVT-04644,2026-09-01T10:34:46+00:00,10.0.14.231,172.16.0.34,6383,53,UDP,,allowed,,,,,,5971
EVT-04645,2026-09-01T10:34:48+00:00,10.0.19.227,172.16.0.36,21939,53,ICMP,,allowed,,,,,,6958
EVT-04646,2026-09-01T10:34:50+00:00,10.0.5.144,172.16.0.61,41452,443,UDP,,allowed,,,,,,5662
EVT-04647,2026-09-01T10:34:52+00:00,10.0.19.185,172.16.0.77,10991,53,TCP,SYN,allowed,jsmith,success,,,,504
EVT-04648,2026-09-01T10:34:54+00:00,10.0.5.88,172.16.0.10,49026,22,TCP,ACK,blocked,,,,,,2016
EVT-04649,2026-09-01T10:34:56+00:00,10.0.2.231,172.16.0.43,11916,22,TCP,ACK,allowed,jsmith,,,,,6093
EVT-04650,2026-09-01T10:34:58+00:00,10.0.7.217,172.16.0.22,25481,443,ICMP,,allowed,,,,,,6332
EVT-04651,2026-09-01T10:35:00+00:00,10.0.17.182,172.16.0.62,19011,3389,TCP,SYN,allowed,service_backup,,,,,5895
EVT-04652,2026-09-01T10:35:02+00:00,10.0.5.30,172.16.0.12,1037,443,HTTP,,allowed,,,,200,,597
EVT-04653,2026-09-01T10:35:04+00:00,10.0.8.114,172.16.0.28,26744,53,TCP,ACK,allowed,analyst,,,,,4295
EVT-04654,2026-09-01T10:35:06+00:00,10.0.10.57,172.16.0.79,49501,80,HTTP,,allowed,,,,200,,4635
EVT-04655,2026-09-01T10:35:08+00:00,10.0.5.61,172.16.0.29,58685,3389,TCP,ACK,allowed,service_backup,,,,,1622
EVT-04656,2026-09-01T10:35:10+00:00,10.0.14.122,172.16.0.35,29275,445,TCP,ACK,allowed,,,,,,7737
EVT-04657,2026-09-01T10:35:12+00:00,10.0.1.54,172.16.0.38,43095,80,HTTP,,allowed,,,,200,,2563
EVT-04658,2026-09-01T10:35:14+00:00,10.0.14.240,172.16.0.18,5276,80,TCP,ACK,allowed,,,,,,7064
EVT-04659,2026-09-01T10:35:16+00:00,10.0.12.52,172.16.0.14,32600,53,ICMP,,allowed,,,,,,3262
EVT-04660,2026-09-01T10:35:18+00:00,10.0.8.23,172.16.0.11,39968,53,TCP,ACK,allowed,jsmith,,,,,5399
EVT-04661,2026-09-01T10:35:20+00:00,10.0.9.37,172.16.0.57,41953,80,HTTP,,allowed,,,,200,,1381
EVT-04662,2026-09-01T10:35:22+00:00,10.0.12.136,172.16.0.38,36226,53,TCP,ACK,allowed,service_backup,,,,,1801
EVT-04663,2026-09-01T10:35:24+00:00,10.0.16.77,172.16.0.70,51628,53,DNS,,allowed,,,intranet.example,,,1917
EVT-04664,2026-09-01T10:35:26+00:00,10.0.10.191,172.16.0.5,59562,22,TCP,SYN,allowed,jsmith,success,,,,2916
EVT-04665,2026-09-01T10:35:28+00:00,10.0.17.83,172.16.0.55,59410,80,HTTP,,blocked,,,,404,,637
EVT-04666,2026-09-01T10:35:30+00:00,10.0.15.107,172.16.0.80,63210,443,UDP,,allowed,,,,,,1245
EVT-04667,2026-09-01T10:35:32+00:00,10.0.7.179,172.16.0.12,28259,445,TCP,ACK,allowed,,,,,,3638
EVT-04668,2026-09-01T10:35:34+00:00,10.0.4.196,172.16.0.11,7401,53,UDP,,allowed,,,,,,2217
EVT-04669,2026-09-01T10:35:36+00:00,10.0.17.44,172.16.0.73,52314,3389,TCP,ACK,allowed,,,,,,5127
EVT-04670,2026-09-01T10:35:38+00:00,10.0.4.63,172.16.0.49,54553,53,UDP,,allowed,,,,,,7083
EVT-04671,2026-09-01T10:35:40+00:00,10.0.3.91,172.16.0.16,32830,445,UDP,,allowed,,,,,,6273
EVT-04672,2026-09-01T10:35:42+00:00,10.0.17.134,172.16.0.18,33100,53,DNS,,allowed,,,intranet.example,,,2891
EVT-04673,2026-09-01T10:35:44+00:00,10.0.15.180,172.16.0.68,37636,53,DNS,,allowed,,,intranet.example,,,958
EVT-04674,2026-09-01T10:35:46+00:00,10.0.8.86,172.16.0.60,18742,22,UDP,,allowed,,,,,,7741
EVT-04675,2026-09-01T10:35:48+00:00,10.0.9.236,172.16.0.14,35666,53,TCP,ACK,allowed,,,,,,6567
EVT-04676,2026-09-01T10:35:50+00:00,10.0.12.195,172.16.0.80,46822,53,DNS,,allowed,,,intranet.example,,,5904
EVT-04677,2026-09-01T10:35:52+00:00,10.0.7.182,172.16.0.26,34341,53,DNS,,allowed,,,intranet.example,,,2607
EVT-04678,2026-09-01T10:35:54+00:00,10.0.18.173,172.16.0.10,55542,80,HTTP,,allowed,,,,404,,3575
EVT-04679,2026-09-01T10:35:56+00:00,10.0.16.250,172.16.0.31,43665,80,HTTP,,allowed,,,,200,,5530
EVT-04680,2026-09-01T10:35:58+00:00,10.0.6.180,172.16.0.52,11332,53,DNS,,allowed,,,intranet.example,,,4284
EVT-04681,2026-09-01T10:36:00+00:00,10.0.6.133,172.16.0.8,33120,53,DNS,,allowed,,,intranet.example,,,3585
EVT-04682,2026-09-01T10:36:02+00:00,10.0.20.98,172.16.0.17,39631,53,TCP,ACK,allowed,admin,success,,,,4621
EVT-04683,2026-09-01T10:36:04+00:00,10.0.11.106,172.16.0.66,6552,445,UDP,,allowed,,,,,,308
EVT-04684,2026-09-01T10:36:06+00:00,10.0.13.241,172.16.0.13,41233,80,HTTP,,allowed,,,,404,,5851
EVT-04685,2026-09-01T10:36:08+00:00,10.0.2.199,172.16.0.18,25606,443,UDP,,allowed,,,,,,3820
EVT-04686,2026-09-01T10:36:10+00:00,10.0.9.162,172.16.0.35,35187,443,HTTP,,allowed,,,,404,,3441
EVT-04687,2026-09-01T10:36:12+00:00,10.0.13.170,172.16.0.11,13319,53,DNS,,allowed,,,intranet.example,,,2595
EVT-04688,2026-09-01T10:36:14+00:00,10.0.8.149,172.16.0.20,27206,443,TCP,ACK,allowed,jsmith,,,,,6037
EVT-04689,2026-09-01T10:36:16+00:00,10.0.17.221,172.16.0.12,29898,53,TCP,SYN,allowed,analyst,success,,,,7964
EVT-04690,2026-09-01T10:36:18+00:00,10.0.19.53,172.16.0.42,12986,443,UDP,,allowed,,,,,,4702
EVT-04691,2026-09-01T10:36:20+00:00,10.0.3.120,172.16.0.8,29490,3389,TCP,SYN,allowed,admin,,,,,846
EVT-04692,2026-09-01T10:36:22+00:00,10.0.10.42,172.16.0.57,20158,80,TCP,ACK,allowed,,,,,,5787
EVT-04693,2026-09-01T10:36:24+00:00,10.0.17.213,172.16.0.38,28011,80,TCP,SYN,allowed,jsmith,failure,,,,4055
EVT-04694,2026-09-01T10:36:26+00:00,10.0.19.237,172.16.0.66,12919,53,DNS,,allowed,,,intranet.example,,,2376
EVT-04695,2026-09-01T10:36:28+00:00,10.0.2.95,172.16.0.35,6998,445,TCP,ACK,allowed,admin,,,,,7438
EVT-04696,2026-09-01T10:36:30+00:00,10.0.11.168,172.16.0.21,54241,53,DNS,,allowed,,,intranet.example,,,1715
EVT-04697,2026-09-01T10:36:32+00:00,10.0.9.150,172.16.0.67,63227,3389,TCP,ACK,allowed,jsmith,,,,,5016
EVT-04698,2026-09-01T10:36:34+00:00,10.0.3.120,172.16.0.16,12270,53,DNS,,allowed,,,intranet.example,,,4261
EVT-04699,2026-09-01T10:36:36+00:00,10.0.17.38,172.16.0.26,60134,3389,TCP,ACK,blocked,service_backup,success,,,,2877
EVT-04700,2026-09-01T10:36:38+00:00,10.0.6.150,172.16.0.42,35282,53,TCP,ACK,allowed,service_backup,,,,,6792
EVT-04701,2026-09-01T10:36:40+00:00,10.0.3.88,172.16.0.17,64008,53,DNS,,allowed,,,intranet.example,,,595
EVT-04702,2026-09-01T10:36:42+00:00,10.0.12.207,172.16.0.28,54384,53,DNS,,allowed,,,intranet.example,,,3970
EVT-04703,2026-09-01T10:36:44+00:00,10.0.15.221,172.16.0.57,58791,443,TCP,ACK,allowed,service_backup,,,,,582
EVT-04704,2026-09-01T10:36:46+00:00,10.0.4.179,172.16.0.9,8749,80,TCP,ACK,allowed,jsmith,,,,,898
EVT-04705,2026-09-01T10:36:48+00:00,10.0.3.242,172.16.0.65,42923,445,UDP,,allowed,,,,,,6885
EVT-04706,2026-09-01T10:36:50+00:00,10.0.9.72,172.16.0.39,22007,3389,TCP,ACK,allowed,service_backup,,,,,6777
EVT-04707,2026-09-01T10:36:52+00:00,10.0.9.148,172.16.0.55,60188,80,HTTP,,blocked,,,,404,,5471
EVT-04708,2026-09-01T10:36:54+00:00,10.0.16.110,172.16.0.51,5183,22,UDP,,allowed,,,,,,882
EVT-04709,2026-09-01T10:36:56+00:00,10.0.6.168,172.16.0.75,42468,53,DNS,,allowed,,,intranet.example,,,6997
EVT-04710,2026-09-01T10:36:58+00:00,10.0.1.101,172.16.0.74,51228,53,TCP,ACK,allowed,analyst,success,,,,7641
EVT-04711,2026-09-01T10:37:00+00:00,10.0.13.211,172.16.0.54,39329,3389,TCP,ACK,allowed,analyst,,,,,2494
EVT-04712,2026-09-01T10:37:02+00:00,10.0.7.156,172.16.0.47,30567,53,DNS,,allowed,,,intranet.example,,,1656
EVT-04713,2026-09-01T10:37:04+00:00,10.0.20.23,172.16.0.25,13518,3389,TCP,ACK,allowed,admin,success,,,,2054
EVT-04714,2026-09-01T10:37:06+00:00,10.0.12.242,172.16.0.77,32012,53,TCP,ACK,blocked,,,,,,2769
EVT-04715,2026-09-01T10:37:08+00:00,10.0.9.194,172.16.0.21,51102,445,UDP,,allowed,,,,,,5088
EVT-04716,2026-09-01T10:37:10+00:00,10.0.1.234,172.16.0.24,5685,80,TCP,ACK,allowed,jsmith,,,,,1251
EVT-04717,2026-09-01T10:37:12+00:00,10.0.17.209,172.16.0.32,26475,80,HTTP,,allowed,,,,200,,839
EVT-04718,2026-09-01T10:37:14+00:00,10.0.19.137,172.16.0.78,63818,53,TCP,ACK,allowed,,,,,,4383
EVT-04719,2026-09-01T10:37:16+00:00,10.0.4.35,172.16.0.62,25272,3389,TCP,ACK,allowed,admin,,,,,3000
EVT-04720,2026-09-01T10:37:18+00:00,10.0.8.74,172.16.0.25,12336,80,HTTP,,allowed,,,,404,,5405
EVT-04721,2026-09-01T10:37:20+00:00,10.0.12.157,172.16.0.2,57288,445,TCP,SYN,allowed,service_backup,,,,,7373
EVT-04722,2026-09-01T10:37:22+00:00,10.0.16.33,172.16.0.66,20541,445,TCP,ACK,allowed,,,,,,6318
EVT-04723,2026-09-01T10:37:24+00:00,10.0.8.231,172.16.0.5,40041,445,TCP,ACK,allowed,,,,,,7577
EVT-04724,2026-09-01T10:37:26+00:00,10.0.11.3,172.16.0.5,11061,22,ICMP,,allowed,,,,,,7750
EVT-04725,2026-09-01T10:37:28+00:00,10.0.18.214,172.16.0.7,38178,80,HTTP,,blocked,,,,200,,3976
EVT-04726,2026-09-01T10:37:30+00:00,10.0.20.171,172.16.0.65,41254,53,TCP,ACK,allowed,service_backup,,,,,4677
EVT-04727,2026-09-01T10:37:32+00:00,10.0.14.164,172.16.0.78,57448,3389,TCP,ACK,allowed,admin,,,,,5564
EVT-04728,2026-09-01T10:37:34+00:00,10.0.8.194,172.16.0.28,36024,53,DNS,,allowed,,,intranet.example,,,6507
EVT-04729,2026-09-01T10:37:36+00:00,10.0.15.3,172.16.0.65,42135,3389,TCP,ACK,allowed,jsmith,,,,,6530
EVT-04730,2026-09-01T10:37:38+00:00,10.0.19.117,172.16.0.26,61997,53,DNS,,allowed,,,intranet.example,,,88
EVT-04731,2026-09-01T10:37:40+00:00,10.0.2.58,172.16.0.72,53966,53,DNS,,allowed,,,intranet.example,,,2797
EVT-04732,2026-09-01T10:37:42+00:00,10.0.6.246,172.16.0.69,10814,22,TCP,ACK,allowed,jsmith,,,,,764
EVT-04733,2026-09-01T10:37:44+00:00,10.0.20.94,172.16.0.47,38530,80,TCP,ACK,allowed,admin,,,,,2626
EVT-04734,2026-09-01T10:37:46+00:00,10.0.20.31,172.16.0.54,60422,445,TCP,ACK,allowed,analyst,,,,,701
EVT-04735,2026-09-01T10:37:48+00:00,10.0.6.50,172.16.0.27,11459,443,TCP,ACK,allowed,analyst,,,,,1325
EVT-04736,2026-09-01T10:37:50+00:00,10.0.3.110,172.16.0.45,20043,22,TCP,ACK,allowed,service_backup,success,,,,7071
EVT-04737,2026-09-01T10:37:52+00:00,10.0.11.3,172.16.0.37,55439,443,TCP,SYN,allowed,admin,,,,,7369
EVT-04738,2026-09-01T10:37:54+00:00,10.0.5.201,172.16.0.79,26859,443,HTTP,,allowed,,,,404,,5854
EVT-04739,2026-09-01T10:37:56+00:00,10.0.10.187,172.16.0.2,63888,80,UDP,,allowed,,,,,,973
EVT-04740,2026-09-01T10:37:58+00:00,10.0.10.56,172.16.0.53,32138,53,UDP,,allowed,,,,,,5803
EVT-04741,2026-09-01T10:38:00+00:00,10.0.1.111,172.16.0.59,16257,53,DNS,,allowed,,,intranet.example,,,6007
EVT-04742,2026-09-01T10:38:02+00:00,10.0.14.180,172.16.0.46,41190,445,TCP,SYN,allowed,analyst,success,,,,4343
EVT-04743,2026-09-01T10:38:04+00:00,10.0.2.212,172.16.0.25,11566,445,TCP,SYN,allowed,,,,,,3430
EVT-04744,2026-09-01T10:38:06+00:00,10.0.6.105,172.16.0.31,22596,53,DNS,,blocked,,,intranet.example,,,7256
EVT-04745,2026-09-01T10:38:08+00:00,10.0.14.71,172.16.0.35,37879,445,TCP,SYN,allowed,service_backup,,,,,7966
EVT-04746,2026-09-01T10:38:10+00:00,10.0.16.33,172.16.0.43,56153,22,TCP,SYN,allowed,admin,,,,,4613
EVT-04747,2026-09-01T10:38:12+00:00,10.0.16.110,172.16.0.41,39173,53,TCP,ACK,allowed,,,,,,3936
EVT-04748,2026-09-01T10:38:14+00:00,10.0.13.164,172.16.0.55,4678,445,TCP,ACK,allowed,analyst,,,,,5395
EVT-04749,2026-09-01T10:38:16+00:00,10.0.3.15,172.16.0.18,24167,3389,TCP,ACK,allowed,admin,success,,,,4335
EVT-04750,2026-09-01T10:38:18+00:00,10.0.7.78,172.16.0.50,24006,53,DNS,,allowed,,,intranet.example,,,2603
EVT-04751,2026-09-01T10:38:20+00:00,10.0.17.234,172.16.0.34,33073,443,TCP,ACK,allowed,analyst,success,,,,114
EVT-04752,2026-09-01T10:38:22+00:00,10.0.6.67,172.16.0.47,16323,3389,TCP,ACK,allowed,service_backup,,,,,4201
EVT-04753,2026-09-01T10:38:24+00:00,10.0.6.36,172.16.0.37,45009,53,UDP,,allowed,,,,,,4101
EVT-04754,2026-09-01T10:38:26+00:00,10.0.17.217,172.16.0.51,35944,445,UDP,,allowed,,,,,,2545
EVT-04755,2026-09-01T10:38:28+00:00,10.0.18.127,172.16.0.58,64271,53,DNS,,allowed,,,intranet.example,,,1593
EVT-04756,2026-09-01T10:38:30+00:00,10.0.17.60,172.16.0.80,47107,53,DNS,,allowed,,,intranet.example,,,758
EVT-04757,2026-09-01T10:38:32+00:00,10.0.19.71,172.16.0.24,15069,80,HTTP,,allowed,,,,404,,550
EVT-04758,2026-09-01T10:38:34+00:00,10.0.8.35,172.16.0.59,39648,53,TCP,ACK,allowed,,failure,,,,5870
EVT-04759,2026-09-01T10:38:36+00:00,10.0.14.145,172.16.0.43,55830,53,TCP,SYN,allowed,admin,success,,,,7957
EVT-04760,2026-09-01T10:38:38+00:00,10.0.6.63,172.16.0.43,57555,445,UDP,,allowed,,,,,,1221
EVT-04761,2026-09-01T10:38:40+00:00,10.0.19.186,172.16.0.44,55335,80,HTTP,,allowed,,,,404,,2243
EVT-04762,2026-09-01T10:38:42+00:00,10.0.17.230,172.16.0.73,7409,80,HTTP,,allowed,,,,404,,2449
EVT-04763,2026-09-01T10:38:44+00:00,10.0.7.191,172.16.0.79,7332,53,DNS,,allowed,,,intranet.example,,,3135
EVT-04764,2026-09-01T10:38:46+00:00,10.0.2.129,172.16.0.80,35172,445,TCP,SYN,allowed,jsmith,,,,,5065
EVT-04765,2026-09-01T10:38:48+00:00,10.0.8.78,172.16.0.7,52086,443,TCP,SYN,allowed,service_backup,,,,,3453
EVT-04766,2026-09-01T10:38:50+00:00,10.0.16.215,172.16.0.29,7006,22,TCP,SYN,allowed,jsmith,,,,,6530
EVT-04767,2026-09-01T10:38:52+00:00,10.0.7.124,172.16.0.54,44010,443,HTTP,,blocked,,,,200,,7423
EVT-04768,2026-09-01T10:38:54+00:00,10.0.12.63,172.16.0.4,57197,53,DNS,,allowed,,,intranet.example,,,1347
EVT-04769,2026-09-01T10:38:56+00:00,10.0.15.153,172.16.0.42,35337,3389,TCP,ACK,allowed,service_backup,,,,,5680
EVT-04770,2026-09-01T10:38:58+00:00,10.0.3.85,172.16.0.2,54824,22,TCP,ACK,allowed,jsmith,,,,,6495
EVT-04771,2026-09-01T10:39:00+00:00,10.0.15.4,172.16.0.77,55504,53,DNS,,allowed,,,intranet.example,,,2312
EVT-04772,2026-09-01T10:39:02+00:00,10.0.16.88,172.16.0.54,60386,80,ICMP,,allowed,,,,,,7788
EVT-04773,2026-09-01T10:39:04+00:00,10.0.18.11,172.16.0.17,24387,53,DNS,,allowed,,,intranet.example,,,1195
EVT-04774,2026-09-01T10:39:06+00:00,10.0.13.246,172.16.0.29,33300,53,DNS,,allowed,,,intranet.example,,,918
EVT-04775,2026-09-01T10:39:08+00:00,10.0.2.3,172.16.0.27,40151,445,TCP,SYN,allowed,service_backup,,,,,2722
EVT-04776,2026-09-01T10:39:10+00:00,10.0.5.152,172.16.0.18,26194,22,ICMP,,blocked,,,,,,4267
EVT-04777,2026-09-01T10:39:12+00:00,10.0.3.59,172.16.0.80,60734,53,ICMP,,allowed,,,,,,2545
EVT-04778,2026-09-01T10:39:14+00:00,10.0.6.38,172.16.0.23,13221,3389,TCP,SYN,allowed,jsmith,,,,,6185
EVT-04779,2026-09-01T10:39:16+00:00,10.0.2.240,172.16.0.22,54385,443,HTTP,,allowed,,,,200,,4636
EVT-04780,2026-09-01T10:39:18+00:00,10.0.15.183,172.16.0.30,11299,80,HTTP,,blocked,,,,200,,773
EVT-04781,2026-09-01T10:39:20+00:00,10.0.20.105,172.16.0.19,47132,445,UDP,,allowed,,,,,,2534
EVT-04782,2026-09-01T10:39:22+00:00,10.0.2.221,172.16.0.12,48523,22,TCP,ACK,allowed,jsmith,success,,,,7147
EVT-04783,2026-09-01T10:39:24+00:00,10.0.9.151,172.16.0.37,6330,443,HTTP,,blocked,,,,200,,4165
EVT-04784,2026-09-01T10:39:26+00:00,10.0.15.238,172.16.0.42,39032,53,DNS,,allowed,,,intranet.example,,,3556
EVT-04785,2026-09-01T10:39:28+00:00,10.0.15.230,172.16.0.49,16555,443,TCP,ACK,allowed,service_backup,,,,,7512
EVT-04786,2026-09-01T10:39:30+00:00,10.0.20.223,172.16.0.45,21074,3389,UDP,,allowed,,,,,,1699
EVT-04787,2026-09-01T10:39:32+00:00,10.0.4.95,172.16.0.78,4694,80,HTTP,,allowed,,,,200,,766
EVT-04788,2026-09-01T10:39:34+00:00,10.0.7.197,172.16.0.46,11860,22,TCP,SYN,allowed,service_backup,,,,,4841
EVT-04789,2026-09-01T10:39:36+00:00,10.0.1.99,172.16.0.3,57821,53,DNS,,allowed,,,intranet.example,,,4178
EVT-04790,2026-09-01T10:39:38+00:00,10.0.5.241,172.16.0.53,31092,53,DNS,,allowed,,,intranet.example,,,4884
EVT-04791,2026-09-01T10:39:40+00:00,10.0.14.38,172.16.0.29,30928,3389,TCP,SYN,allowed,admin,,,,,151
EVT-04792,2026-09-01T10:39:42+00:00,10.0.3.156,172.16.0.79,28797,53,TCP,ACK,blocked,analyst,success,,,,1450
EVT-04793,2026-09-01T10:39:44+00:00,10.0.18.19,172.16.0.42,41041,445,UDP,,allowed,,,,,,1040
EVT-04794,2026-09-01T10:39:46+00:00,10.0.16.65,172.16.0.56,37986,445,TCP,ACK,allowed,,,,,,575
EVT-04795,2026-09-01T10:39:48+00:00,10.0.14.16,172.16.0.71,39333,445,TCP,ACK,allowed,service_backup,,,,,6490
EVT-04796,2026-09-01T10:39:50+00:00,10.0.19.2,172.16.0.35,59579,53,DNS,,allowed,,,intranet.example,,,7824
EVT-04797,2026-09-01T10:39:52+00:00,10.0.4.111,172.16.0.8,12118,53,DNS,,allowed,,,intranet.example,,,7859
EVT-04798,2026-09-01T10:39:54+00:00,10.0.8.2,172.16.0.56,51986,80,HTTP,,allowed,,,,200,,5014
EVT-04799,2026-09-01T10:39:56+00:00,10.0.12.167,172.16.0.71,48014,80,TCP,ACK,allowed,admin,success,,,,5812
EVT-04800,2026-09-01T10:39:58+00:00,10.0.15.40,172.16.0.57,22926,3389,ICMP,,allowed,,,,,,5830
EVT-04801,2026-09-01T10:40:00+00:00,10.0.18.17,172.16.0.25,47757,53,DNS,,allowed,,,intranet.example,,,375
EVT-04802,2026-09-01T10:40:02+00:00,10.0.2.227,172.16.0.22,8422,53,UDP,,allowed,,,,,,4426
EVT-04803,2026-09-01T10:40:04+00:00,10.0.9.128,172.16.0.77,51165,53,DNS,,blocked,,,intranet.example,,,7252
EVT-04804,2026-09-01T10:40:06+00:00,10.0.17.44,172.16.0.46,52628,22,TCP,ACK,allowed,,,,,,4122
EVT-04805,2026-09-01T10:40:08+00:00,10.0.8.24,172.16.0.41,58742,80,HTTP,,allowed,,,,200,,3083
EVT-04806,2026-09-01T10:40:10+00:00,10.0.17.131,172.16.0.58,4032,445,UDP,,allowed,,,,,,6890
EVT-04807,2026-09-01T10:40:12+00:00,10.0.6.154,172.16.0.14,58448,53,DNS,,allowed,,,intranet.example,,,1070
EVT-04808,2026-09-01T10:40:14+00:00,10.0.18.114,172.16.0.19,44482,22,TCP,SYN,allowed,jsmith,,,,,3886
